"Compound","Compound_ID","Formula","Description","Retention_time_min","mz","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30"
"NegM2_0020","NegM2_CMP_036","C9H40N0O5","Synthetic feature 20",4.081,395.0147,522868.9,317750.8,620811.2,457856.4,445289.3,439491,280380.9,736685.6,395692.1,440344.1,481315.7,478212.8,660729.5,345279.6,449035.5,378884.5,391612.6,356838.7,506297.5,509484.2,564607.2,611132.6,365185.9,489175.4,429744.5,379490.5,369205.5,561479,370789.7,286330.5
"NegM2_0021","NegM2_CMP_051","C20H37N4O8","Synthetic feature 21",7.101,545.5078,1714940.4,1096955.9,1759500.4,1114562.6,1159106.6,0,0,1582043.4,0,2024177.5,1324997.7,1842946.9,1360556.5,1800206,1511577.7,0,0,0,1069957.1,0,903632.9,1101636.6,590324,0,1119372.3,0,500578.4,1191242.4,0,0
"NegM2_0022","NegM2_CMP_020","C10H32N4O4","Synthetic feature 22",0.751,399.0051,539526.5,507229,433804.3,532749.5,343378.9,0,0,0,0,0,644993.2,574466.2,481345.9,431925.6,530946.6,793570.2,0,0,694470.8,0,762634.7,706485.9,633480.5,796495.8,1136829.3,0,0,907963.4,0,673896.1
"NegM2_0023","NegM2_CMP_010","C21H24N0O4","Synthetic feature 23",8.822,632.2657,847284.2,702554.6,982268.6,970988.1,737902.4,2281256.6,3193156.4,4049514.1,3188292.3,3796475.6,784761.5,1700444.9,787476.9,1067428.9,819936.8,4782168,4567879.6,7481527.3,4701774,5441127.1,807068.1,913752.1,1308725.4,1116978.8,713038.2,4312481.8,4580415.3,4196112,7743565.2,4510806.2
"NegM2_0024","NegM2_CMP_019","C11H29N2O8","Synthetic feature 24",13.251,306.9303,1380657.5,0,1206724,1901037.8,1895310.8,0,0,0,1267147.7,1612238.5,1604192.5,1833893,1831819.1,1790007.6,0,0,982698.8,0,1193211,0,780579.3,1343000.1,743601.9,0,0,0,0,0,0,1218080.1
"NegM2_0025","NegM2_CMP_001","C19H41N2O7","Synthetic feature 25",2.756,171.5551,60660.2,79412.2,100567.3,72545.6,100228.7,0,85970.3,0,0,84880.7,90346.1,84565.5,59287,0,83209,128297.3,0,0,88642.8,0,122497.1,148660.6,134298.4,133300.8,97857.5,97863.2,134066,177761.9,0,0
"NegM2_0026","NegM2_CMP_006","C27H27N2O7","Synthetic feature 26",11.143,897.9889,7563098.6,7072118.4,9319893.1,6308144,5483574.4,13696121.6,10419322,6236845.1,9814654.1,13107783.6,6711154.2,7501481.5,6385962.3,7601068,9345061.3,3703161.9,4513738.2,4546226.7,2869845.9,2536516,2798697.2,1539744.9,2843595.3,3039144.7,2332684,3578689.7,3103135.6,3164940.5,3440756.8,5206995.1
"NegM2_0027","NegM2_CMP_053","C19H44N0O3","Synthetic feature 27",16.048,582.239,980018.1,729094.1,955363.5,768154.6,668910.5,651415.7,933691,781825.4,679661,1079769,717404.9,804941.6,656916.8,1129909.2,1168118.1,915004.2,653544.7,1047851.6,897672.6,729431,785141.9,978237.9,0,1053840.4,1027267,641298.5,1054086.6,1411359.4,848278.3,1055671.3
"NegM2_0028","NegM2_CMP_056","C9H6N1O2","Synthetic feature 28",12.887,455.6348,6331554.4,8185897.2,7412216.6,8322605.5,5792444.3,7218339.8,7965651,0,4042846.9,0,6768473.3,8960052,0,6502285,4827214.6,3215398.6,4516666.7,4310144.1,0,3268017.6,0,4113373.4,4276950.7,3661619.1,0,5392020.5,0,2439965,2890350.4,0
"NegM2_0029","NegM2_CMP_012","C14H32N3O2","Synthetic feature 29",15.61,785.3964,350510.6,258564.6,302144.3,244943.2,301816.2,0,165932.3,0,0,218138.5,343556.2,218654.9,372230.3,246738.2,308589.4,161266.8,0,0,0,122034.7,185532.3,141403.1,200806.8,152202.3,257314.8,144187.1,0,0,152460.5,0
"NegM2_0030","NegM2_CMP_021","C21H31N0O8","Synthetic feature 30",10.005,430.297,1840521.7,1246766.4,558734.4,947886,0,1171539.1,1269243.9,1426091.1,1210915.6,955242.8,1036363.1,922813.9,1343997.3,1463789.5,1393942.5,694869,1036806.9,0,848681.8,693303.5,833404.6,851553.6,1356581,890098.3,1058519.8,727059.2,667526,958177.6,734764.7,0
"NegM2_0031","NegM2_CMP_024","C16H45N1O5","Synthetic feature 31",16.185,312.7198,3980723,3737712.4,3020235.8,3375261.8,2452781.8,2976124.4,4377698.5,2702040,4230376.3,3848192.9,2985635.8,3745133.4,3798107.2,2772345.5,2503964.1,2560806.9,2900772.7,4917880,2678590.7,3214028.6,3897762,1922253.2,3701056.9,2692527.3,2913972.8,2555875.8,2570405.9,2477848.2,2491794.8,3058068.5
"NegM2_0032","NegM2_CMP_011","C27H28N0O6","Synthetic feature 32",9.498,573.5019,2208414.3,3494110.5,1075268.7,2264366.3,2966019.9,2262229.6,1737136.9,2139571.1,2592058.4,1768458.7,2136748.2,2386324.6,2655534.1,2331547.7,2266533.9,1948851.5,2162892.5,2660925.3,2549438.6,2290579.6,2145846.1,4054322.3,3300553.1,2829582.9,2974152.8,1938804.6,1414276.2,2293997.2,4390699.8,2520235.7
"NegM2_0033","NegM2_CMP_067","C27H17N4O8","Synthetic feature 33",14.494,880.1557,517165.5,435885.9,443760.2,710459.9,519119.4,0,0,0,0,0,0,499898.5,576677.1,477764.8,497074.5,0,414437.4,0,0,223669.1,401348.6,241129.8,300787.2,264764.8,0,0,260530.1,0,338455.1,601952.1
"NegM2_0034","NegM2_CMP_010","C21H31N2O4","Synthetic feature 34",4.133,289.0315,1274179.1,948193.9,1010354.1,1035749.7,1558529.5,0,0,0,0,0,1176037.9,1131775.8,1338416.5,905340.7,1080905.4,0,0,0,0,0,2280268.5,2206096.9,1464173.9,1542719.1,1327010,0,0,0,0,0
"NegM2_0035","NegM2_CMP_071","C29H35N5O5","Synthetic feature 35",10.122,408.7165,4345742.5,5022304.6,2983742.5,2647532,4441768.1,3418130.2,3253914.4,3936488.8,3404661.1,4714876.4,3254809.4,3489516.2,3346879.9,2932315.2,3557777.9,2513970.5,0,1931777.8,4125239.3,2995367.6,2915177.8,4486322.2,3991614.1,3391695.4,4335643.9,2309261.3,2295424.6,3083931.4,3743523.2,2474824.4
"NegM2_0036","NegM2_CMP_069","C10H36N2O6","Synthetic feature 36",1.309,683.1591,565592.5,574546.8,442775.3,463585.5,605787,493694.1,574692,513314.6,727323.1,566207.2,571137.3,575498.3,359819.1,712871.4,534373.8,426278.5,328949.7,239192.4,399902.1,294357.2,299271.6,216312.4,363637.2,296228.1,374336.1,299647.6,336932,391721.1,534611,326089.2
"NegM2_0037","NegM2_CMP_053","C19H45N4O4","Synthetic feature 37",2.377,265.6485,421966.1,379442.9,348318.6,334584.2,428855.1,0,0,1263226.5,0,1147331.7,291897.2,224373.2,353745.8,251087.9,391697.1,985463.7,0,0,0,0,122553.7,233726.5,234372,232069.4,130872.5,0,1254755.2,446189.8,0,526020.6
"NegM2_0038","NegM2_CMP_008","C6H22N0O2","Synthetic feature 38",10.201,408.3565,0,0,1587739.3,795146.9,1032742.1,0,0,1645350.4,946457.1,1732788.5,1176006.7,0,0,1305557.5,976596.1,688808.2,1171075.8,0,630072.8,827540.4,0,0,559743.3,507072,861635.7,887418.9,730325.2,600776.4,931094,1239342.3
"NegM2_0039","NegM2_CMP_073","C23H38N0O4","Synthetic feature 39",7.357,818.0829,1650140.8,1222169.1,1391927.4,1120005.3,893558,0,0,0,1354921.2,1167431.2,1186039.3,1426095.3,934358.9,1024692.1,1446273.3,3317711,0,5889972.3,0,0,7541235.3,4090224.9,5194273.4,3973216.4,6974747.4,3875841,3283498.3,3646886.3,0,0
"NegM2_0040","NegM2_CMP_028","C18H39N4O2","Synthetic feature 40",14.156,543.2076,4301953.7,6071996.2,3253454.4,3321143,3102155.8,2821454.4,1856756.9,3199556.8,2868072.1,1511723,6938520.4,5139220.9,3373044.4,7035586.1,3773584.4,1905426.8,1935571.9,1270481.6,1711966.2,1506817.5,3152717.4,3113988.5,3485335,3937231.6,2933291.4,2181998,2214997.3,2001871.4,1332618.1,1195611.6
"NegM2_0041","NegM2_CMP_039","C10H23N2O6","Synthetic feature 41",11.375,895.569,38281.3,52170,50269.7,77733.2,62579.3,40807.6,44524.9,35337,66476.6,38525.9,42158.4,45124.5,42686.6,0,59325.3,48660.4,76792.7,96360.7,74453.3,68467.9,67048.6,69989.1,60005.1,66361.7,67171.5,66344.8,86225.4,56931.7,50958,72784.7
"NegM2_0042","NegM2_CMP_029","C12H44N2O4","Synthetic feature 42",12.064,829.7138,2772616.1,3692988.3,4189984.5,1848303.1,2561806.6,0,3315338.2,0,0,1675286.1,4474034.1,4572686.9,3297135.6,3186493.2,2506127.5,0,3960486.1,0,0,0,5467701,3961469.1,3669277.6,0,3930303.8,2318183.7,0,5197580.2,3553357.8,0
"NegM2_0043","NegM2_CMP_079","C17H28N3O8","Synthetic feature 43",14.475,334.4736,3469654.7,3264802.2,3746364,5375250.7,3247611.8,3329242.6,3143587.5,3895777.1,3297117.2,2619752.5,4578824.7,5136798.4,3562390.8,3648821.9,5032188.5,0,12715694.6,11043052.6,8119299.7,10721121.3,13205085.6,11589534.1,0,8355823.4,11016052.2,11662565.3,14925898.1,11487169.3,9977578.5,12868854.2
"NegM2_0044","NegM2_CMP_033","C21H50N5O1","Synthetic feature 44",17.11,147.2788,0,3771682.6,3755537.3,1978189.7,3468488.7,6820788.9,0,3806754.9,4088047.8,3036977.3,2394124.1,3605434.6,2592652,2753337.9,4026039.5,3516953.5,3470290.9,3453478.3,3893343.8,4419402.5,2494383.3,2801753.1,3943282.7,2961814.8,2893754.5,3172929.1,3067190.8,3238179.4,0,3883878.6
"NegM2_0045","NegM2_CMP_054","C18H35N3O2","Synthetic feature 45",8.666,318.9793,381276.9,303984.8,480922.4,491593,427879.7,386092.6,277214.7,502139.1,473812.1,547304,342659.8,470941.4,415276.2,297176.2,344441.3,284580,489432,604120.7,431193.5,539679.1,426851.8,291972.9,277190.9,0,403186.3,435925.1,377189,736418.3,259084.6,390171.5
"NegM2_0046","NegM2_CMP_036","C13H50N2O2","Synthetic feature 46",10.41,549.3027,302686.1,266295.1,313450.4,266418.3,244447,394586.7,415599.8,293123.2,320269.1,296627.7,276620.5,362849.3,215368.6,344503.5,245589.6,272904.4,325570,397360.4,229309.4,224605.1,322147.6,301913,248197.9,351125.8,217536.8,392262.2,334725.2,344398.1,324360.5,223421.9
"NegM2_0047","NegM2_CMP_022","C16H13N5O3","Synthetic feature 47",15.429,561.1766,856834.2,885841.6,656900.3,954802.3,1312891.7,0,491516.9,0,0,573891.9,901795.9,931758.3,1002567.7,1057173.6,782411.9,0,178441.6,225004.4,227482,0,271241.7,368882.2,376651.8,570953.3,350475.3,158850.1,222690.3,0,186332.7,0
"NegM2_0048","NegM2_CMP_075","C11H26N1O1","Synthetic feature 48",15.22,952.9724,887832.7,1004658.9,746396.7,792335.9,1121540.5,642175.5,764814.8,677905,800687.6,1068411.9,713622.1,1170405.2,734961.8,703783.5,1338342.6,1868105.9,1317080.7,1557411,2003476.3,1699992.6,0,1513986.4,1240792.8,1519027.2,1310974.3,2225086.8,2112409.6,2532165.6,1808702,1739809.1
"NegM2_0049","NegM2_CMP_019","C6H27N2O7","Synthetic feature 49",15.505,375.2294,6023205.2,1977803.7,3179517.4,0,2816318.8,0,7232439.2,0,0,0,3684834.8,4240313.8,3368273.7,4918529.1,3795111.1,1053341.7,0,0,1203817.9,2098600.3,818490.3,1030669,1035379.9,1148836.3,1403722.9,0,1150543.6,1432082.6,1294676,1246041.4
"NegM2_0050","NegM2_CMP_015","C18H17N3O7","Synthetic feature 50",7.543,739.817,173451.2,224405.6,448093.7,163972.4,262692.4,238039.7,327981.3,255520.6,193599.7,211182.9,249763.2,156420.3,276641.2,250008.2,316817.8,271011.2,266240.2,148446.7,192749.6,280862,276647.5,259335.4,265597.8,204124.4,168725.6,179424.9,270486,0,176999.4,249557.4
"NegM2_0051","NegM2_CMP_055","C19H9N5O6","Synthetic feature 51",11.157,599.8113,7136248.3,5327083.9,7329756.3,5387579.9,8010163.5,6509649.9,9371596.4,6847730.6,5202188.1,5454211.3,5298062.6,4868889.5,8875015.5,5190509.1,5213501.7,10761899.8,12281374.4,14998445.3,8018163,13425493.1,15000428.6,10972022.8,8801505.6,0,15102338.7,10348253,11879822.5,10821001.6,15061555.4,7469099.5
"NegM2_0052","NegM2_CMP_011","C9H45N4O3","Synthetic feature 52",8.709,144.5839,451431,444380.7,647372.5,885575.9,1018654.2,2234455.7,2328887.6,1717169,2375287.3,3079214.8,525103,616088.3,543646.5,652316.2,505795.4,1200235,2588137.4,2502310.5,2440213.7,1281719.2,488813.1,883469.4,714123.4,467838.8,430465.8,1650976.8,2370794.6,2130496.6,2127152.4,2224298.9
"NegM2_0053","NegM2_CMP_010","C29H9N0O6","Synthetic feature 53",13.547,351.9402,457135.1,337390.3,424195.8,358710.7,391276.7,340167.4,325069.7,304230.1,359612.5,349397.8,488288.8,307645.3,198472.2,454038.2,309944.6,341436.9,334719,305604.8,415021.1,619547.1,259491.5,408869.5,444971.5,450751.6,227136.9,282107.4,331739.9,366273,398130.8,283940.1
"NegM2_0054","NegM2_CMP_020","C22H21N3O2","Synthetic feature 54",4.841,259.4263,1690333.1,3502962.7,2853400.6,1575097.9,2516022.9,918521.4,732814.8,0,0,0,1777087.1,1941441.5,2167648.9,2885395.8,4034474.7,0,0,0,0,325948.9,1119012.6,1339083,1365878.6,959827.4,929852.8,0,0,0,0,0
"NegM2_0055","NegM2_CMP_022","C9H47N2O1","Synthetic feature 55",6.39,821.1932,1193256.1,860259.3,1603203.3,1033996.2,804333.9,334326.9,0,379511.5,0,321445.4,1413138.3,1528916.6,1237533.7,1045817.1,944296.5,437535,767460.7,509297.5,344875.1,619231.4,2115812.3,2542879.1,1820687.4,1971727.4,1507058.6,589353.4,409924.7,560278.5,472105.6,622334
"NegM2_0056","NegM2_CMP_021","C11H43N5O6","Synthetic feature 56",17.773,687.0237,534278.8,0,924111.7,354891.5,0,0,0,0,409387,0,716869.4,386560.9,779978.7,576997.5,421296.2,0,0,1059518.7,0,0,733157.3,635430.7,791739.2,1192057.2,870249.7,0,0,1049798.7,0,1175076.2
"NegM2_0057","NegM2_CMP_033","C25H27N4O5","Synthetic feature 57",17.525,519.9101,4004970.9,5749365.3,4498144.3,5397274.5,6371565.3,8356202.1,3195792.5,5501721.8,5915514.6,2681688.4,3836388.2,4771660.9,5154684.2,6018599.1,4268664.2,7396368.6,8609565.5,14333064,10711986.7,8832580.1,8322628,15482957.6,11768189.3,18516819.7,18185666.7,8491059.6,15015406.3,9827353.5,11869355,8865545.6
"NegM2_0058","NegM2_CMP_002","C19H6N1O1","Synthetic feature 58",9.412,581.3467,2969958.6,1799684.4,2214779.1,3179365.3,1297703.4,0,0,0,0,4175834.3,2286669.6,2248130.8,3686864.9,2518516.8,1761048.9,2419531.7,0,0,3239322,2458163.3,1692921.2,1827413,1079678,2128127.2,1022494.6,2243079,0,0,0,0
"NegM2_0059","NegM2_CMP_055","C12H16N1O2","Synthetic feature 59",7.565,197.0036,275817.4,292924.8,492002.2,290582.2,287602.7,276659.1,205992.3,217955.8,273803.1,370088.4,230354.7,268592.7,339794.6,0,254710.2,130513.6,104659.3,144212.9,200035,133328,124991.3,70584.2,127703.1,140596.2,112643,170241.8,112588.8,155370.3,116807.1,105913.6
"NegM2_0060","NegM2_CMP_028","C15H28N2O4","Synthetic feature 60",2.882,579.7682,8256433.8,0,11227107.3,7057375.9,8139922.9,16782566.1,0,15709035.8,11788857.6,11298178.7,9230062.3,8904841.6,11053163.9,7625012.1,7181203.3,10028677.9,10371129.8,11984573.2,8208476.8,8466900.5,5860959.1,6098084.1,9046855.6,6373609.2,9906911.9,8879254.1,9629499.7,14600844.3,16942894.1,12956822.9
"NegM2_0061","NegM2_CMP_049","C28H34N3O6","Synthetic feature 61",1.342,824.4,1307781,2013329.2,1370317.1,2226698,2083382.1,1356492.5,0,1838628.7,1362917.7,2598414,2088819.7,3225943.9,1425389.2,1263921.3,2010634.5,1894389.5,1273812.9,1351162.4,1592449.4,1710474.5,1284223.7,0,1420179.4,1610813.8,1349093.7,1641499.5,1511165.4,1607109.5,666633.4,1281874
"NegM2_0062","NegM2_CMP_008","C13H24N1O9","Synthetic feature 62",0.536,307.4473,970887.3,1417521.7,0,0,973416.3,0,830628.8,0,1064778.7,0,828777.7,1038128.6,779551.6,1056424.3,0,649438.7,0,869738.5,1080370.6,658695.7,359724.7,365119,521416.1,0,677864.6,430021.7,822562.2,676997.5,815669,729204.2
"NegM2_0063","NegM2_CMP_063","C25H8N4O1","Synthetic feature 63",2.149,828.915,22051230,9196424.9,10098186.3,0,16583230.4,17672022.3,9245090.7,13334445.7,16852403.8,16456050.9,19137712.3,15328529.9,18257341.9,19200597.8,13011410.7,23613108.4,27500355.4,32976495.3,34819897.6,22522208.8,28418554.4,23048356.3,26002714,28696070.9,35518024.6,30272316.4,38248119.1,34277286.6,38038746.6,35616206.8
"NegM2_0064","NegM2_CMP_052","C19H25N0O5","Synthetic feature 64",11.362,196.0937,6339597.9,6002313.2,5068329.7,4601118.7,6930921.7,6230918.3,3934247,6816297.7,5353338.2,6416822,6670810,7012945.5,5057484.1,7174619.8,4704987.8,4146356.8,3277942.6,3213387.8,4321282,4846465.5,4206605.7,4053660.1,4842506.1,3421888,5382293.8,2495838.5,3309246.9,3808696.3,3032185.2,3950763.9
"NegM2_0065","NegM2_CMP_028","C6H28N5O6","Synthetic feature 65",5.924,965.1966,395273,345684.4,484566.6,472879,408980.2,607422.8,621062.1,409970.3,614805.9,549720.1,388341.9,396648.1,418642,306512.2,418258.2,301910.4,265801.4,0,415014.2,443812.1,267287.7,342070.7,308296.3,261487.3,204897.2,259029.3,377730.7,465969.8,353579.7,443883.2
"NegM2_0066","NegM2_CMP_036","C6H47N0O6","Synthetic feature 66",6.431,601.3286,131501,159494.6,151733.9,110164.7,107456.8,120597.1,0,171512.7,0,0,147042.9,159902.9,170143.3,189922.7,180066.7,104511.4,0,77148.4,0,71011.8,137303.3,96048.3,73874.6,106072.8,69174,0,47549.2,139777.3,0,0
"NegM2_0067","NegM2_CMP_001","C27H45N1O8","Synthetic feature 67",4.824,141.0823,328585.7,385736.1,390019,723800.9,511544.3,479131.4,459992.8,595533.6,0,521967.4,411130.2,303368.4,326238.4,483975.9,637504.1,181782.5,170838.4,289395.6,383196,180724.8,170957.6,337230.9,128548.3,161378.8,125287.5,299128.2,329797.7,259205.9,218729.4,242467.9
"NegM2_0068","NegM2_CMP_021","C24H33N3O6","Synthetic feature 68",10.412,869.2341,842324.9,804045.5,885090.9,811689.3,919026.2,831290.4,1894329.5,1094344,1112861.1,746315.8,789441,1017730.4,777739.1,871789.3,898731.1,606952.3,620443.7,605458.1,914695.3,812149.5,777610.3,519079.7,800812.4,834971.2,782197.2,411989,537815.7,715322.6,905284.6,612647.1
"NegM2_0069","NegM2_CMP_024","C21H21N3O2","Synthetic feature 69",12.759,127.8002,10555340,12128654.8,13529280.6,13651533.9,12974445.3,0,0,0,0,0,10492785,5598064.6,9294151.7,11066087.9,7987620.3,0,0,3490990.4,0,0,3239377.3,2715986.2,2882594.9,3878674.9,3485931.6,0,0,2558086.4,0,3466379.1
"NegM2_0070","NegM2_CMP_001","C15H20N0O3","Synthetic feature 70",11,92.0602,122286.1,83360.4,103589.7,140886.9,0,154801.5,198656.4,166751.8,155986.5,202321.1,0,115483.6,111849.4,117397.8,98256.1,175033.8,0,172134.2,0,0,129727.1,96056.8,0,83745,0,0,161903.8,0,148214.9,142315
